IMG¤PRED¤CONF
eval_0_119.png¤NS-xx¤0.90354088
eval_0_159.png¤NE-xx¤0.91011131
eval_10_100.png¤116-VABF-0521¤0.90483109
eval_10_102.png¤1 1/2-FL116606-AC6E¤0.70727541
eval_10_103.png¤4 1/2-FL116605-AC6E¤0.82079285
eval_10_114.png¤116-PUPD-5300-A¤0.90003639
eval_10_135.png¤4-FL116628-AC7E¤0.91362793
eval_10_146.png¤116-VABF-0505¤0.91360611
eval_10_157.png¤MOC-VE-0020¤0.91333
eval_10_169.png¤MOC-VE-0020¤0.91527565
eval_10_170.png¤4-FL116671-AC7E¤0.91451645
eval_10_185.png¤6-FL116601-AC7E¤0.9037543499999999
eval_10_187.png¤4-FL116614-AC6E¤0.90793243
eval_10_189.png¤416-VABF-0522¤0.69101395
eval_10_193.png¤1 1/2-FL116608-AC6E¤0.9009713
eval_10_201.png¤1 1/2-FL116607-AC6E¤0.8547232800000001
eval_10_202.png¤1 1/2-DB116661-AC7F¤0.894122735
eval_10_212.png¤1 1/2-DB116671-AC7F¤0.6959111
eval_10_219.png¤1 1/2-DB116681-AC7F¤0.827103195
eval_10_229.png¤116-PUPD-5300-B¤0.92230484
eval_10_230.png¤4-FL116618-AC7E¤0.8890444200000001
eval_10_231.png¤4 1/2-DB116641-AC7F¤0.69185379
eval_10_237.png¤1 1/2-DB116621-AC7F¤0.9046649199999999
eval_10_251.png¤2-DB116613-AC7F¤0.90776817
eval_10_256.png¤116-VABL-0521¤0.82028549
eval_10_257.png¤1 1/2-DB116636-AC7F¤0.655591625
eval_10_262.png¤MOC-VE-0021¤0.8954228999999999
eval_10_267.png¤2-DB116753-AC7F¤0.9006288100000001
eval_10_271.png¤116-VABL-0906¤0.75322105
eval_10_272.png¤2-FL116619-AC7F¤0.8904592100000001
eval_10_283.png¤2-DB116755-AC7F¤0.91404015
eval_10_287.png¤3-DB116611-AC7F¤0.9014102900000001
eval_10_300.png¤4 1/2-FL116807-AC7F¤0.834944615
eval_10_301.png¤8-FL116622-AC7E¤0.90116508
eval_10_302.png¤8-FL116622-AC7E¤0.8941547400000001
eval_10_321.png¤1 1/2-FL116806-AC7F¤0.76951273
eval_10_323.png¤8-FL116603-AC7E¤0.90718979
eval_10_336.png¤1 1/2-FL116805-AC7F¤0.78948868
eval_10_344.png¤1 1/2-DB116682-AC7F¤0.9123400150000001
eval_10_357.png¤1 1/2-FL116804-AC7F¤0.70540375
eval_10_360.png¤1/2-DB116603-AC7F¤0.8477449
eval_10_367.png¤2-DB111502-AC7F¤0.90057587
eval_10_370.png¤116-VEST-0004¤0.90689346
eval_10_371.png¤116-VEST-0003¤0.90384491
eval_10_387.png¤116-VABF-0755¤0.84177307
eval_10_388.png¤4-FL116611-AC7E¤0.90608215
eval_10_390.png¤116-VABL-0882¤0.92018829
eval_10_392.png¤116-VABL-0653¤0.8918647
eval_10_393.png¤116-VABL-0527¤0.9173695399999999
eval_10_396.png¤116-VABL-0654¤0.91978683
eval_10_401.png¤116-VABL-0518¤0.7120625300000001
eval_10_402.png¤116-VABL-0517¤0.92109016
eval_10_403.png¤116-VABL-0514¤0.88723946
eval_10_404.png¤H 16-VABL-0513¤0.45016788500000005
eval_10_410.png¤116-VABL-0519¤0.9266027800000001
eval_10_411.png¤116-VABL-0515¤0.92074112
eval_10_414.png¤116-VABL-0635¤0.8140068100000001
eval_10_415.png¤116-VABL-0637¤0.81944275
eval_10_416.png¤1 1/2-DB1166 12-AC7F¤0.66650289
eval_10_423.png¤116-VABL-0905¤0.9161901899999999
eval_10_427.png¤116-VACD-0501¤0.87944427
eval_10_428.png¤116-VABL-0638¤0.9025517999999999
eval_10_434.png¤116-VABL-0516¤0.8665020800000001
eval_10_435.png¤1116-VACD-0502¤0.7563659699999999
eval_10_436.png¤116-VABL-0881¤0.7392012800000001
eval_10_440.png¤116-VABL-0520¤0.9194665500000001
eval_10_441.png¤116-VABL-0636¤0.86794876
eval_10_444.png¤1 1/2-TS1 16503-AC7E¤0.7150620033333333
eval_10_449.png¤116-VACD-0503¤0.89375458
eval_10_455.png¤116-VACD-0505¤0.8916392500000001
eval_10_456.png¤3-FL116615-AC6E¤0.83980347
eval_10_460.png¤116-VACD-0504¤0.90088943
eval_10_463.png¤10-VA116611-AC7F¤0.9228527099999999
eval_10_465.png¤4 1/2-TS116504-AC7E¤0.735268745
eval_10_557.png¤4-VA116612-ACT7TF¤0.4926123
eval_10_6.png¤1116-PUPD-5300-A/E¤0.57056732
eval_10_77.png¤4-FL116621-AC6E¤0.80131714
eval_10_94.png¤4-FL116613-AC6E¤0.90696793
