IMG¤PRED¤CONF
new_3_12.png¤P1150 -LTM-EAU-04180¤48.808746
new_3_13.png¤8 - WEI - A2 - 04180 - 171 -HC¤83.4846617
new_3_14.png¤20 - W - A3 - 04180 - 121 - HC¤89.15506745454545
new_3_15.png¤15 - W -A3 - 04180 - 124 - HC¤74.1878992
new_3_16.png¤8 - W - A3 - 04180 - 175 - HC¤79.73407954545455
new_3_2.png¤15 - WFI - A2 - 04180 - 122 - HC¤92.74230127272727
new_3_3.png¤20 - WFI - A2 - 04180 - 119- HC¤90.61389389999998
new_3_4.png¤8 - W -A3 - 04180 - 174 - HC¤80.2234479
new_3_5.png¤20 - W - A3 - 04180 - 123 - HC¤91.97248354545455
new_3_6.png¤50 - WFI - A2 - 04180 - 010 - HC¤89.53344027272726
new_3_7.png¤P1150-LTM-EAU-04180-01¤90.200058
new_3_8.png¤P1150-LTM-EAU-04180-08¤88.489555
new_3_9.png¤25 - W - A3 - 04180 - 170- HC¤83.20318919999998
new_4_0.png¤P1150-LTM-EAU-04180-09¤84.477112
new_4_1.png¤10 - WFI - A2 - 04180 - 145 - HC¤89.17128963636364
new_4_10.png¤150 - WFI - A2 - 04180 - 010 - HC¤89.86447854545455
new_4_11.png¤P1150-LTM-EAU-04180-07¤84.801361
new_4_12.png¤5 - W -AS - 041580 - 1/8 - HC¤68.7581498
new_4_13.png¤10 - W - A3 - 04180 - 138 - HC¤83.76453536363637
new_4_14.png¤8 - W - A3 - 04180 - 177 - HC¤77.75921199999999
new_4_15.png¤20 - W - A3 - 04180 - 180 - HC¤88.72521772727274
new_4_16.png¤20 - W - A3 - 04180 - 179 - HC¤87.10641545454546
new_4_17.png¤20 - W - A3 - 04180 - 117- HC¤89.24512030000002
new_4_18.png¤20 - W - A3 - 04180 - 116 - HC¤81.6201670909091
new_4_19.png¤20 - W - A3 - 04180 - 115 - HC¤87.06259790909091
new_4_2.png¤20 - AC - A3 - 04180 - 113¤90.35762477777777
new_4_20.png¤20 - W - A3 - 04180 - 114¤88.6876068888889
new_4_21.png¤20 - W - A3 - 04180 - 118¤89.50471733333332
new_4_3.png¤50 - EGr - A3 - 04180 - 110 - CC¤89.37071290909091
new_4_4.png¤20 - FGr - A3 - 04180 - 112 - CC¤92.76785481818182
new_4_5.png¤20 - WFI - A2 - 04180 - 012 - HC¤90.53001072727272
new_4_6.png¤20 - FGa - A3 - 04180 - 111 - CC¤88.40545163636365
new_4_7.png¤50 - EGa - A3 - 04180 - 109 - CC¤92.39139154545457
new_4_8.png¤20 - W - A3 - 04180 - 137 - HC¤91.71514754545454
new_4_9.png¤0 - WFI - A2 - 04180 - 136 - HC¤88.88138309090908
new_5_0.png¤15 - W - A3 - 04180 - 095 - HC¤91.03226045454547
new_5_1.png¤8 - WFI - A2 - 04180 - 186 - HC¤88.63572063636364
new_5_10.png¤P1150 -LTM-EAU-O4180¤48.15831
new_5_11.png¤S&-W-AS - 04180 - 16/7 - AC¤65.238686
new_5_2.png¤15 - WFI - A2 - 04180 - 094 - HC¤91.58611363636363
new_5_3.png¤20 - W - A3 - 04180 - 096 - HC¤91.26373772727273
new_5_4.png¤25 - WFI - A2 - 04180 - 013 - HC¤91.5460739090909
new_5_5.png¤50 - WFI - A2 - 04180 - 010 - HC¤92.31939954545456
new_5_6.png¤P1150-LTM-EAU-04 180-09¤84.33181
new_5_7.png¤P1150-LTM-EAU-04 180-01¤32.647926
new_5_8.png¤25 - W - A3 - 04180 - 188 - HC¤91.11271872727275
new_5_9.png¤25 - W - A3 - 04180 - 189 - HC¤91.45128563636364
new_6_0.png¤10 - WFI - A2 - 04180 - 043 - HC¤92.058317
new_6_1.png¤10 - W - A3 - 04180 - 128 - HC¤91.06602127272728
new_6_2.png¤10 - W - A3 - 04180 - 020 - HC¤91.12930509090909
new_6_3.png¤P1150 -LTM-EAU-O4180¤48.15831
new_6_4.png¤P1150-L TM-EAU-041 80-01¤33.741617999999995
new_6_5.png¤P1150-LT M-EAU-04 180-01¤78.02802533333333
new_6_6.png¤P1150-LTM-EAU-04180-01¤61.088833
new_6_7.png¤P1150-LTM-EAU-04180-01¤78.000824
new_6_8.png¤P1150-LTM-EAU-04180-01¤82.006752
new_6_9.png¤P1150-LTM-EAU-04180-01¤65.416656
