IMG¤PRED¤CONF
new_0_1.png¤8 - W - A3 - 04180 - 158 - HC¤88.64320227272727
new_0_10.png¤P1150-LTM-EAU-04180-03¤86.602982
new_0_11.png¤P1150-LTM-EAU-04180-05¤89.493958
new_0_12.png¤20 - W - A3 - 04180 - 057 - HC¤92.24854900000001
new_0_13.png¤20 - W - A3 - 04180 - 161 - HC¤91.95314109090909
new_0_14.png¤25 - W - A3 - 04180 - 162 - HC¤89.62088090909093
new_0_15.png¤P1150 -LTM-EAU-O4180¤48.15831
new_0_16.png¤8 - WFI - A2 - 04180 - 155 - HC¤90.29216963636364
new_0_17.png¤20 - W - A3 - 04180 - 076 - HC¤83.10412790909092
new_0_18.png¤8 - WFI - A2 - 04180 - 157 - HC¤88.32060236363637
new_0_19.png¤20 - W - A3 - 04180 - 079 - HC¤87.06118000000002
new_0_2.png¤20 - W - A3 - 04180 - 078 - HC¤91.65108290909092
new_0_20.png¤15 -W -A3 - 04180 - 056 - HC¤86.05330477777778
new_0_3.png¤20 - W - A3 - 04180 - 075 - HC¤90.6857730909091
new_0_4.png¤15 - WFI - A2 - 04180 - 055 - HC¤91.5364899090909
new_0_5.png¤20 - WFI - A2 - 04180 - 074 - HC¤92.58643690909089
new_0_6.png¤20 - WFI - A2 - 04180 - 077 - HC¤92.29432054545455
new_0_7.png¤8 - WFI - A2 - 04180 - 159 - HC¤90.95083063636362
new_0_8.png¤8 - W - A3 - 04180 -160 - HC¤87.5069038
new_0_9.png¤40 - WFI - A2 - 04180 - 005 - HC¤88.95787181818183
new_1_0.png¤P1150-LTM-EAU-04 180-06¤54.061725499999994
new_1_1.png¤10 - WFI - A2 - 04180 - 143 - HC¤91.48154863636364
new_1_10.png¤10 - WFI - A2 - 04180 - 133 - HC¤91.68747863636362
new_1_11.png¤P1150-LTM-EAU-04 180-04¤18.652847
new_1_12.png¤8 - W - A3 - 04180 - 164 - HC¤83.18053281818182
new_1_13.png¤20 - W - A3 - 04180 - 134 - HC¤91.40058263636364
new_1_14.png¤P1150 -LTM-EAU-O4180¤48.15831
new_1_15.png¤10 - W - A3 - 04180 - 135 - HC¤73.63990381818182
new_1_16.png¤3 - W-AS- 04150 - 105 - AC¤58.20795437499999
new_1_17.png¤20 - W - A3 - 04180 - 163- HC¤87.0967581
new_1_18.png¤20 - W - A3 - 04180 - 088 - HC¤88.23932227272728
new_1_19.png¤20 - W - A3 - 04180 - 087 - HC¤82.44578181818184
new_1_2.png¤20 - AC - A3 - 04180 - 093¤91.22188066666666
new_1_20.png¤20 - W - A3 - 04180 - 086 - HC¤85.50699954545455
new_1_21.png¤20 - W - A3 - 04180 - 085 - HC¤88.58190499999999
new_1_22.png¤20 - W- A3 - 04180 - 084¤88.648940125
new_1_3.png¤20 - FGr - A3 - 04180 - 083 - CC¤90.96248545454546
new_1_4.png¤50 - EGr - A3 - 04180 - 081 - CC¤91.10240727272726
new_1_5.png¤20 - WFI - A2 - 04180 - 008 - HC¤92.489142
new_1_6.png¤50 - EGa - A3 - 04180 - 080 - CC¤92.5111209090909
new_1_7.png¤20 - FGa - A3 - 04180 - 082 - CC¤91.94718172727273
new_1_8.png¤20 - W - A3 - 04180 - 089 - CC¤90.79426018181819
new_1_9.png¤40 - WFI - A2 - 04180 - 005 - HC¤89.96547427272728
new_2_0.png¤40 - WFI - A2 - 04180 - 005 - HC¤92.2850210909091
new_2_1.png¤P1150-LTM-EAU-04180-05¤90.292732
new_2_10.png¤65 - EGr - A3 - 04180 - 062 - CC¤92.86874590909092
new_2_11.png¤20 - WFI - A2 - 04180 - 006 - HC¤91.592554
new_2_12.png¤65 - EGa - A3 - 04180 - 061 - CC¤92.5184341818182
new_2_13.png¤P1150 -LTM-EAU-O4180¤48.15831
new_2_14.png¤8 - W - A3 - 04180 - 169 - HC¤82.02851154545455
new_2_15.png¤20 -W - A3 - 04180 - 167 - HC¤80.06403350000001
new_2_16.png¤20 - W - A3 - 04180 - 066 - HC¤88.34922309090908
new_2_17.png¤20 - W - A3 - 04180 - 065- HC¤88.70063389999999
new_2_18.png¤20 - W- A3 - 04180 - 064 - HC¤81.8121108
new_2_19.png¤20 - W - A3 - 04180 - 063¤84.55921255555556
new_2_2.png¤15 - W - A3 - 04180 - 059 - HC¤90.67884218181817
new_2_3.png¤8 - WFI - A2 - 04180 - 168 - HC¤91.02986072727272
new_2_4.png¤15 - WFI - A2 - 04180 - 058 - HC¤90.2871739090909
new_2_5.png¤20 - W - A3 - 04180 - 060 - HC¤90.95612890909092
new_2_6.png¤25 - WFI - A2 - 04180 - 009 - HC¤91.26295936363637
new_2_7.png¤P1150-LTM-EAU-04180-01¤83.669342
new_2_8.png¤20 - W - A3 - 04180 - 166 - HC¤91.48249054545455
new_2_9.png¤10 - WFI - A2 - 04180 - 141 - HC¤90.49768963636365
new_3_0.png¤8-W- A3 - 04180 - 172 - HC¤80.25884049999999
new_3_1.png¤20 - W - A3 - 04180 - 120 - HC¤87.51463163636365
new_3_10.png¤25 - W - A3 - 04180 - 173 - HC¤86.52411081818182
new_3_11.png¤25 - W - A3 - 04180 - 176 - HC¤88.63895081818181
